attendance_percentage,academic_score,indiscipline_count,online_engagement_score,dropout
68.18,6.17,0.17,57.0,0
86.56,3.22,1.48,20.59,0
85.88,7.19,5.77,91.24,0
46.15,9.04,2.93,61.2,0
70.8,4.57,0.9,79.55,0
83.75,5.61,0.65,75.39,0
78.2,4.9,3.44,100.0,0
57.85,6.0,2.88,76.96,1
100.0,7.85,3.36,44.35,0
100.0,8.23,5.42,73.01,0
100.0,2.37,1.08,68.87,0
81.86,7.22,2.56,61.78,0
74.87,8.96,0.27,90.9,0
65.5,8.01,3.15,100.0,0
94.67,5.62,0.07,71.09,0
56.95,7.11,1.44,57.68,1
72.12,3.62,7.83,82.99,0
100.0,8.77,1.4,60.02,0
69.09,8.32,1.0,100.0,0
40.64,5.56,2.89,57.72,1
93.03,2.97,3.02,73.26,0
100.0,4.99,0.2,72.88,1
97.06,6.44,3.89,83.06,0
29.56,3.32,0.39,83.87,0
75.04,6.07,1.34,69.49,0
76.26,6.98,0.33,71.29,0
54.17,4.88,2.1,50.06,0
78.77,8.38,6.02,92.66,1
60.69,7.0,0.04,73.31,0
36.0,6.49,1.52,60.13,0
89.08,5.76,1.85,32.62,0
70.94,7.12,0.39,48.96,0
95.8,5.82,2.95,30.39,0
78.88,6.63,1.74,81.5,0
99.61,3.82,1.65,83.21,0
63.66,8.41,0.52,100.0,0
56.09,9.72,3.18,72.07,0
77.5,7.02,3.18,77.05,0
82.6,7.63,1.1,87.66,0
72.48,7.15,1.1,62.68,0
100.0,3.48,2.19,54.86,0
33.39,4.91,8.14,68.09,1
98.26,5.26,0.51,63.91,0
61.7,3.41,2.77,75.32,0
99.4,7.94,0.39,85.98,0
100.0,7.87,0.81,82.67,1
70.36,3.54,3.83,67.94,1
42.85,4.14,1.13,70.25,1
55.51,10.0,1.22,74.91,0
83.75,10.0,2.81,66.93,0
75.58,7.17,2.17,46.41,0
69.98,10.0,1.46,100.0,0
81.7,9.43,2.21,47.42,0
74.95,7.32,10.0,32.0,0
86.5,8.12,1.88,92.72,0
75.36,3.6,2.48,30.15,0
83.85,4.66,0.62,83.12,0
100.0,6.65,0.79,60.36,0
71.37,7.6,1.02,55.28,0
72.59,4.46,1.61,51.12,0
100.0,0.83,3.86,61.29,0
60.76,5.8,1.22,70.27,0
92.22,7.4,0.49,82.31,0
79.02,6.37,3.04,82.55,0
30.62,6.19,0.66,97.42,0
81.53,5.8,0.59,92.19,0
65.88,5.69,1.28,79.18,0
71.72,7.86,5.09,75.04,0
95.31,2.33,0.91,54.49,0
92.79,6.71,4.88,49.6,0
100.0,2.97,1.73,19.45,0
65.27,8.57,0.18,51.29,0
72.39,4.09,0.5,38.79,1
61.41,7.08,2.18,55.92,1
68.94,7.42,1.02,98.21,0
82.55,7.39,8.65,96.34,0
81.77,6.89,4.31,64.75,1
42.54,2.19,1.02,64.33,1
74.98,8.36,1.18,89.81,0
69.26,5.53,0.28,44.2,0
77.04,7.0,5.23,87.61,0
92.97,5.59,4.72,64.22,0
76.6,9.3,2.31,72.11,0
54.63,4.31,3.18,39.34,0
25.72,2.69,2.12,41.16,1
91.44,9.82,2.76,96.19,0
91.77,7.93,1.01,100.0,0
86.18,4.39,0.21,98.52,0
88.36,5.58,0.43,100.0,0
42.76,8.95,2.98,39.56,0
58.75,10.0,0.37,39.9,0
100.0,7.05,1.71,66.29,0
100.0,8.48,2.38,91.36,0
96.74,8.39,10.0,97.36,0
85.66,9.14,0.16,93.56,0
81.93,4.81,0.7,50.42,0
58.06,7.08,2.15,87.28,0
77.78,6.89,0.15,26.97,0
100.0,4.85,1.84,100.0,0
53.72,4.16,1.14,69.63,0
100.0,6.43,0.14,92.67,0
69.18,6.95,1.05,91.15,0
47.73,9.32,3.94,39.2,0
68.05,8.63,1.53,36.99,0
45.23,6.24,0.67,65.85,0
76.88,7.47,3.1,81.44,0
93.94,1.84,3.71,73.48,0
94.12,4.46,2.88,89.82,0
61.97,8.06,0.12,100.0,0
68.95,4.92,0.17,49.9,0
63.31,4.81,1.45,58.97,0
72.5,8.0,5.59,70.34,0
64.91,7.36,0.58,61.7,0
100.0,8.17,0.27,47.34,0
90.7,8.43,2.17,51.66,0
60.3,6.19,2.77,79.01,0
87.92,4.62,3.69,20.85,0
24.66,7.12,5.31,48.76,1
58.86,7.35,0.89,73.62,0
76.02,4.38,1.59,98.75,0
77.99,4.21,0.13,44.97,1
74.94,9.69,2.59,100.0,0
100.0,9.42,3.11,66.47,0
70.27,5.11,1.06,71.26,1
74.44,5.74,4.63,100.0,0
100.0,5.56,0.59,54.13,0
95.4,7.47,3.14,48.48,0
83.9,5.81,3.89,100.0,0
99.74,7.82,0.89,57.45,1
69.56,5.26,1.98,55.41,0
75.97,7.43,0.4,61.45,0
61.9,3.56,1.41,34.12,1
76.4,7.12,3.04,100.0,0
90.82,7.41,1.42,17.13,0
71.59,7.31,3.23,92.84,0
91.32,7.01,0.37,100.0,0
91.74,7.95,3.56,98.1,0
69.78,9.87,1.82,40.83,0
78.9,5.11,3.78,100.0,0
56.97,4.96,1.02,53.78,0
60.37,6.89,2.03,88.61,0
93.88,8.35,0.5,69.49,0
66.17,5.21,1.76,69.91,0
70.9,10.0,0.01,45.95,0
72.28,6.1,0.51,67.28,1
78.2,4.98,0.41,11.96,0
65.95,2.61,2.56,100.0,0
77.33,1.26,6.83,87.18,1
92.91,6.43,0.78,66.93,0
68.15,7.55,0.05,79.59,0
73.06,4.52,0.4,56.89,0
79.74,3.76,4.13,52.43,0
67.69,7.09,0.15,84.82,0
42.49,7.03,0.81,74.39,0
87.99,6.41,1.08,59.82,0
100.0,6.04,0.01,48.6,0
56.02,4.16,6.93,49.92,1
73.34,4.09,2.08,72.29,0
72.3,6.21,5.29,97.69,1
92.28,3.54,1.06,81.01,0
84.93,5.53,2.16,41.29,1
96.94,8.24,1.43,100.0,0
61.38,6.54,1.71,74.31,0
66.5,4.46,0.53,88.96,0
37.28,10.0,0.68,77.17,0
69.78,6.62,10.0,84.49,0
58.52,6.66,2.91,49.89,0
91.12,6.68,4.97,29.86,0
93.06,4.63,3.63,52.4,0
69.71,1.24,0.37,86.88,0
76.44,9.16,0.52,97.31,0
55.79,7.29,0.84,100.0,0
74.74,7.67,1.65,51.88,0
86.99,7.64,4.46,70.99,0
75.75,6.44,1.37,100.0,0
65.6,6.12,2.11,75.99,0
99.59,5.78,0.4,47.59,0
63.67,7.91,2.95,54.51,1
59.65,9.39,4.31,62.33,0
76.38,8.61,0.94,59.97,0
100.0,5.94,0.06,100.0,0
54.93,4.56,1.16,100.0,0
88.71,7.61,5.13,77.18,0
80.73,10.0,3.4,100.0,0
92.48,7.97,0.14,84.4,0
72.45,5.61,1.38,56.13,0
45.53,7.47,1.77,68.43,0
73.91,4.67,1.77,24.61,0
78.12,6.3,0.23,50.72,0
82.63,8.14,0.9,100.0,0
74.28,7.19,3.76,46.45,0
87.22,4.23,1.43,57.3,0
90.13,6.09,0.84,74.25,0
51.59,8.56,0.62,78.63,0
63.2,3.54,2.06,47.0,0
67.26,9.64,1.93,69.75,0
69.05,7.95,1.52,44.1,0
100.0,6.77,0.01,68.85,0
38.48,7.23,0.65,85.74,0
64.3,9.88,0.04,100.0,0
91.97,6.35,0.46,17.48,0
85.75,7.85,0.91,64.83,0
100.0,5.01,1.55,66.72,0
72.18,7.45,7.83,30.22,0
72.03,4.24,0.04,76.51,0
65.6,7.14,1.28,84.51,0
100.0,4.33,1.44,57.34,0
77.79,9.41,1.03,71.98,0
43.55,6.7,0.03,67.56,1
20.17,7.28,0.68,96.94,1
52.5,5.13,0.65,69.11,0
58.32,9.35,0.44,81.07,0
100.0,6.41,2.67,65.85,0
81.62,6.2,0.66,74.02,0
100.0,7.46,6.9,53.11,0
80.35,5.01,0.4,82.61,0
35.2,9.09,0.15,40.69,0
54.06,3.46,3.05,88.33,1
66.74,9.14,3.45,25.04,0
64.73,5.7,0.41,73.54,0
59.82,6.52,0.3,65.29,0
59.69,4.95,2.32,62.02,1
53.25,5.35,0.8,30.13,1
90.59,4.46,0.85,100.0,0
87.67,5.51,2.56,55.66,1
49.99,6.75,1.12,100.0,0
64.37,8.47,1.17,84.95,0
44.17,4.69,1.81,100.0,0
66.17,4.85,0.5,78.85,0
60.52,7.69,5.86,37.68,0
65.43,8.91,2.75,77.41,1
88.91,8.75,2.85,68.73,0
62.8,6.39,0.7,27.55,0
68.85,8.99,4.61,57.15,0
93.83,5.32,3.56,93.25,0
75.86,6.49,0.35,91.38,0
61.64,8.44,0.29,48.97,0
95.18,5.76,3.15,100.0,0
100.0,4.73,2.3,100.0,0
94.35,5.89,0.35,61.8,0
41.7,9.19,3.38,100.0,0
65.1,3.93,1.87,92.83,1
83.79,6.89,0.25,65.77,0
100.0,10.0,1.71,39.49,0
100.0,10.0,0.52,95.15,1
76.03,8.48,0.85,48.95,0
73.91,6.45,3.04,69.14,0
42.97,5.17,0.64,61.79,1
100.0,7.04,2.39,66.83,0
98.25,10.0,1.88,83.24,0
47.92,7.75,1.14,79.11,0
53.46,7.83,9.13,24.48,1
91.21,5.36,0.74,70.35,0
70.81,5.32,2.67,42.61,0
88.88,3.6,0.84,44.93,0
36.22,4.23,0.53,100.0,1
74.02,7.19,1.9,21.97,0
100.0,6.14,0.03,94.42,0
86.06,5.21,0.59,58.19,0
80.94,8.38,1.04,85.26,0
70.1,4.3,0.1,54.76,0
86.84,6.46,1.11,13.59,0
76.12,3.69,1.16,51.49,0
60.93,6.53,0.33,71.55,0
67.39,6.84,2.69,88.96,0
79.77,5.63,0.29,81.5,0
60.49,6.43,1.99,91.74,0
73.07,5.64,7.77,49.55,1
71.26,3.69,0.62,100.0,0
90.68,6.56,0.61,85.12,0
77.45,5.47,0.94,88.91,0
58.27,8.16,1.25,52.97,0
77.61,7.58,0.72,100.0,0
83.2,4.42,1.12,70.76,0
80.62,6.32,0.2,56.14,0
100.0,9.43,2.99,100.0,0
44.89,5.98,0.35,100.0,1
78.93,4.68,0.56,78.11,0
91.84,2.89,0.21,65.26,0
75.69,5.74,0.18,74.22,0
84.85,10.0,1.46,54.02,0
78.0,7.85,3.89,71.47,0
59.12,10.0,0.17,72.46,0
92.92,10.0,2.46,48.69,0
100.0,4.96,1.52,58.46,0
71.01,9.92,1.89,73.63,0
100.0,10.0,4.15,46.62,0
100.0,9.14,0.37,89.33,0
84.58,4.59,2.3,59.29,0
66.21,4.02,6.53,51.17,1
62.24,10.0,1.26,34.06,0
100.0,10.0,2.87,100.0,0
72.86,7.36,4.63,81.83,0
78.03,4.61,0.8,100.0,0
80.79,6.45,1.8,60.23,0
74.43,5.2,0.32,100.0,0
64.96,5.14,0.92,73.48,0
72.13,5.21,1.07,86.77,0
100.0,5.75,0.35,72.81,1
82.67,9.91,1.3,96.56,0
93.24,7.13,0.0,32.95,0
100.0,6.93,1.06,66.87,0
58.28,3.51,0.86,49.29,0
86.66,10.0,1.12,62.86,0
81.65,7.78,0.12,41.12,0
86.93,5.18,2.09,100.0,0
100.0,4.79,2.02,53.2,0
100.0,5.16,1.22,89.65,0
67.65,5.7,7.67,45.77,1
99.14,6.74,2.61,58.23,0
98.29,7.05,0.96,74.39,0
54.27,8.0,3.91,100.0,0
87.42,8.93,5.58,83.77,0
69.04,5.47,0.01,65.42,0
73.32,6.21,3.42,32.55,0
93.66,5.28,1.53,53.34,0
88.16,6.69,0.62,91.54,0
60.61,5.31,4.02,47.9,1
50.95,6.13,1.52,57.15,0
63.97,6.72,1.03,82.48,0
93.97,5.21,0.91,62.01,0
76.67,5.88,1.01,91.69,0
28.32,7.72,2.41,50.45,0
54.83,9.42,4.17,61.81,0
100.0,5.6,3.37,6.85,0
59.81,4.82,0.9,81.58,0
76.61,7.28,0.01,84.37,0
76.7,7.09,2.36,77.42,0
81.9,7.07,1.75,100.0,0
73.54,3.29,0.49,85.0,0
97.16,5.47,5.13,73.51,0
74.15,7.54,3.86,100.0,1
100.0,4.55,0.38,53.56,0
80.82,5.2,0.69,59.17,0
48.09,8.4,1.36,100.0,0
95.06,6.96,0.74,89.04,0
72.39,6.01,1.01,100.0,0
93.04,5.63,0.2,70.13,0
92.08,6.04,0.55,44.08,1
68.69,8.83,1.92,73.25,0
75.28,9.99,2.74,42.82,0
100.0,3.61,4.22,67.2,0
100.0,10.0,6.01,37.22,0
100.0,9.16,1.76,49.24,0
64.46,8.63,4.9,35.65,0
74.5,6.22,5.23,50.33,0
47.8,6.48,1.26,86.48,0
84.69,8.04,0.21,48.35,0
66.66,5.68,1.92,38.39,0
57.55,6.16,0.26,78.19,0
73.44,7.75,1.14,100.0,0
85.41,0.8,1.87,56.63,0
96.19,7.95,2.68,58.43,0
65.29,2.71,3.8,82.96,1
43.18,7.87,0.23,49.21,0
97.1,7.55,0.3,81.14,0
100.0,5.41,2.58,100.0,0
78.18,4.46,0.62,65.77,0
78.77,9.22,0.02,24.0,0
88.67,6.2,0.08,91.38,0
77.55,3.88,0.09,43.13,0
75.7,4.47,1.47,71.32,0
64.71,5.78,2.83,92.6,0
88.64,9.03,6.64,27.98,0
86.1,4.89,2.46,58.34,0
72.05,6.96,0.84,54.13,0
70.93,6.97,2.32,40.12,1
69.21,9.92,2.26,100.0,0
53.51,7.69,0.63,24.9,0
53.9,5.67,0.58,87.49,0
61.67,9.82,4.41,70.61,0
100.0,7.63,1.57,50.42,0
77.53,5.27,0.93,92.54,0
44.26,7.84,1.29,26.32,0
37.87,7.31,2.16,52.66,0
75.08,6.99,0.05,96.94,0
59.7,7.35,2.14,80.12,1
56.28,4.88,4.07,93.43,0
84.06,6.02,4.63,100.0,0
89.14,5.35,0.22,100.0,0
100.0,7.83,2.71,50.63,0
68.68,6.21,0.93,66.75,0
68.5,5.97,0.82,61.21,0
100.0,7.83,2.11,77.14,0
100.0,2.59,1.64,86.26,0
73.33,3.14,0.54,47.97,0
79.11,5.59,1.36,92.92,0
81.75,6.45,1.22,71.06,0
100.0,6.85,0.55,100.0,0
46.05,5.04,3.44,86.08,0
77.41,4.03,7.07,79.59,1
62.29,4.57,1.35,100.0,0
100.0,7.96,0.18,50.62,0
100.0,4.54,0.52,52.07,0
77.06,5.08,1.4,100.0,0
75.62,10.0,0.82,83.66,0
45.48,6.88,4.95,99.84,0
84.15,6.78,0.19,73.69,0
61.81,6.51,0.5,50.98,1
100.0,6.88,0.14,72.95,0
96.01,6.66,3.33,52.37,1
46.48,2.27,4.83,62.42,0
93.99,9.38,5.68,76.75,0
100.0,5.56,3.64,72.7,0
41.46,4.46,2.03,100.0,1
77.64,2.57,0.23,66.97,0
83.97,3.18,0.65,89.94,0
42.94,6.7,0.43,57.61,1
46.26,3.95,2.03,95.16,1
86.51,7.32,1.33,87.47,1
69.04,8.11,0.47,34.1,0
79.66,8.1,3.87,59.92,0
90.98,6.82,0.02,59.18,1
64.66,6.79,2.8,10.83,0
76.29,8.65,4.31,65.92,0
74.03,4.64,5.85,100.0,0
72.71,4.2,6.04,91.87,0
100.0,9.79,3.93,100.0,0
76.1,7.79,5.32,46.35,0
56.95,10.0,2.28,46.89,0
86.1,8.07,0.52,39.97,1
92.8,7.07,9.15,66.5,1
72.56,8.92,3.07,10.05,0
98.55,8.33,0.88,91.12,0
61.74,5.32,2.26,60.95,0
86.04,7.64,1.37,100.0,0
69.22,6.53,1.29,100.0,0
89.38,3.83,0.15,77.38,0
72.66,2.45,5.83,66.58,1
81.92,6.64,1.3,87.95,0
61.84,8.13,0.26,86.02,0
100.0,9.45,0.28,100.0,0
68.63,4.14,0.2,53.85,0
60.33,5.05,3.01,68.24,0
79.53,6.24,2.23,87.0,1
85.61,3.35,2.45,71.73,0
81.78,4.52,0.74,19.73,0
85.85,6.43,0.87,48.06,0
36.23,7.69,1.28,87.34,0
61.71,3.32,0.08,88.74,0
61.76,4.89,3.39,54.32,0
45.03,10.0,4.6,87.91,0
94.2,7.1,1.22,90.3,0
84.3,6.96,1.72,63.92,0
75.65,4.58,0.14,61.99,0
100.0,7.61,0.1,56.63,0
17.48,5.04,3.03,89.34,1
100.0,5.84,0.96,57.51,0
53.71,7.82,0.52,97.0,0
94.25,7.53,1.57,21.89,0
100.0,5.67,0.97,85.81,0
94.05,7.28,1.73,59.93,0
81.97,7.07,2.37,62.81,0
35.02,9.62,2.11,100.0,0
63.28,4.41,1.15,67.27,0
55.83,10.0,6.04,70.83,0
77.98,5.83,2.46,39.49,0
100.0,4.71,0.07,100.0,0
48.76,7.43,1.08,72.92,0
99.34,3.46,1.03,69.44,0
58.73,8.4,0.49,48.57,0
33.58,5.78,0.94,76.95,0
86.47,8.25,0.01,48.29,0
84.01,5.44,2.7,62.42,0
87.67,7.48,0.2,100.0,0
76.71,4.15,3.9,51.56,0
70.01,6.18,0.19,44.74,0
17.12,8.89,1.14,58.44,1
71.25,8.49,0.15,100.0,0
86.99,8.62,2.1,82.54,0
40.13,7.92,2.73,63.04,1
100.0,8.16,0.45,26.51,0
42.76,6.81,0.46,95.85,0
80.95,6.07,0.26,38.98,0
58.45,6.01,1.75,98.63,0
100.0,6.58,2.02,96.64,0
66.61,5.5,0.6,73.04,0
65.44,5.89,4.58,63.73,1
88.75,9.38,3.03,64.54,0
75.6,2.35,0.67,18.5,0
100.0,8.73,0.47,62.26,0
81.92,4.95,2.06,55.04,0
76.17,6.67,2.57,95.48,0
79.59,6.02,0.66,100.0,0
92.96,7.99,5.06,100.0,0
57.81,4.31,1.3,45.49,0
100.0,5.95,3.59,34.11,1
67.26,5.83,3.14,100.0,0
75.94,3.7,1.17,100.0,0
70.8,5.76,1.17,70.33,1
73.78,8.85,1.21,66.67,0
90.98,7.23,10.0,47.36,0
61.24,5.89,3.38,48.2,0
60.53,0.1,1.53,100.0,0
42.13,5.77,0.34,45.56,0
49.48,8.25,0.1,94.96,0
75.08,7.58,0.65,85.14,0
100.0,7.67,2.59,11.65,0
53.92,7.18,1.08,39.7,0
69.25,5.92,0.93,66.2,0
95.49,5.16,0.1,55.52,0
53.26,6.93,0.64,69.48,1
87.36,2.62,0.6,96.24,0
95.71,7.19,0.26,99.26,0
77.7,8.38,5.5,82.38,0
81.87,8.01,0.92,82.47,0
58.64,2.43,3.5,53.48,0
43.32,4.15,0.46,65.41,0
68.5,8.89,2.15,100.0,0
67.54,4.21,3.46,79.81,0
100.0,4.13,0.84,100.0,0
86.21,5.41,3.27,100.0,0
21.81,7.09,10.0,77.16,0
89.53,7.21,0.82,87.66,0
59.68,7.41,2.82,27.68,0
87.94,10.0,0.5,49.53,0
100.0,5.85,5.29,62.5,0
68.66,9.64,2.45,92.43,0
100.0,6.67,1.83,44.14,0
100.0,6.99,1.0,100.0,0
62.62,5.59,0.4,78.68,1
73.32,3.35,7.58,83.66,1
61.36,8.91,1.51,100.0,0
64.31,6.9,1.22,38.65,0
70.65,4.49,8.66,76.62,0
94.43,5.9,0.08,59.2,0
56.84,7.2,3.47,69.99,1
54.48,7.3,0.42,75.41,0
91.7,6.17,0.53,76.41,0
52.23,2.72,1.59,46.17,0
72.22,10.0,0.56,88.03,0
47.49,2.5,8.1,81.58,1
84.01,7.03,0.11,100.0,0
64.98,4.46,0.76,49.45,0
83.78,7.79,3.61,64.75,0
76.59,6.21,0.95,67.32,0
55.34,4.37,1.81,70.1,0
87.67,7.73,1.15,39.57,0
54.59,4.87,8.95,44.28,0
69.97,5.09,6.07,96.01,1
28.96,6.19,1.06,66.54,0
78.5,4.23,2.27,71.78,0
50.45,6.59,1.98,60.59,0
68.67,3.18,0.93,76.28,0
57.33,6.62,1.24,58.15,0
54.3,3.32,0.73,60.07,0
100.0,3.83,1.54,29.87,0
73.89,5.73,1.7,55.68,0
70.93,5.35,7.72,55.75,0
83.82,6.79,3.9,84.55,0
79.5,6.62,0.21,79.71,0
83.04,6.86,0.96,77.95,0
70.58,6.86,0.72,73.43,0
100.0,6.07,1.43,66.55,0
92.61,5.63,1.38,85.84,0
100.0,8.04,3.5,66.25,0
72.14,4.41,0.47,93.1,0
33.16,9.24,0.37,73.84,0
52.71,3.34,3.39,60.15,0
97.96,9.87,2.5,67.38,0
85.21,7.21,0.66,63.99,0
83.46,2.56,7.27,36.1,0
65.99,5.54,2.87,100.0,1
69.2,10.0,0.8,77.34,0
35.98,4.84,0.18,57.62,0
100.0,5.59,2.47,76.82,0
100.0,9.85,2.69,70.02,0
44.53,7.35,3.65,100.0,0
80.97,7.52,0.32,78.55,0
72.17,6.98,0.55,100.0,0
60.0,10.0,1.89,59.04,0
69.7,9.38,0.78,41.36,0
100.0,6.48,2.96,100.0,0
63.6,5.93,4.5,98.19,0
80.35,9.07,3.77,58.5,0
70.73,4.64,3.4,57.47,0
76.38,6.92,0.51,72.91,0
34.0,9.03,2.92,60.63,1
40.29,7.27,0.63,40.1,0
58.86,5.83,1.29,100.0,0
60.91,7.61,5.48,55.72,0
86.12,5.88,0.81,32.61,0
60.28,8.48,2.29,83.53,1
59.09,6.78,2.22,6.74,0
92.56,4.04,0.25,74.87,0
41.23,8.07,2.24,62.41,0
51.77,4.56,3.94,24.43,0
61.14,5.06,1.47,29.05,0
100.0,6.68,3.81,83.31,0
88.78,6.21,4.67,53.2,0
100.0,10.0,0.99,82.66,0
46.6,4.12,1.13,100.0,0
94.65,5.48,3.79,51.31,0
70.31,5.37,1.19,58.11,0
87.92,7.47,7.75,76.32,1
61.72,4.72,1.12,63.46,1
53.2,7.8,0.83,100.0,0
22.99,4.03,1.38,100.0,0
100.0,8.16,1.82,95.43,1
73.14,5.67,0.22,71.55,0
62.21,8.19,0.59,86.38,0
31.81,4.79,7.27,69.1,0
69.53,5.55,0.06,76.78,0
100.0,7.57,2.41,100.0,0
70.3,6.12,5.84,36.47,0
81.0,5.47,1.96,63.64,0
64.37,10.0,0.01,69.3,0
63.89,5.6,10.0,51.32,0
48.52,9.36,4.57,49.72,0
74.86,8.14,2.65,63.58,0
54.35,1.93,2.42,11.55,0
95.27,7.03,2.32,46.33,0
72.01,7.68,2.61,71.67,0
76.23,4.81,0.48,100.0,1
94.06,4.06,0.31,90.18,0
69.96,7.46,0.06,97.43,1
91.31,6.84,4.74,61.26,1
90.42,7.85,1.38,64.17,0
60.44,4.32,2.75,80.1,0
15.7,9.16,5.26,85.41,1
68.59,9.29,0.05,74.29,0
82.93,7.75,0.04,45.5,0
93.61,7.12,1.22,84.25,0
100.0,6.52,0.06,76.45,0
69.92,7.7,2.88,100.0,0
65.23,5.94,4.01,96.16,0
72.84,6.78,2.67,68.9,0
70.51,7.84,5.53,83.19,0
53.43,7.02,0.71,100.0,1
59.2,6.74,1.39,65.62,0
99.04,7.05,0.49,37.69,0
82.2,4.53,2.18,75.21,0
84.37,6.71,4.33,62.19,0
63.91,8.1,2.62,62.19,1
81.59,7.94,0.37,95.78,0
81.37,4.31,2.14,50.4,0
74.08,10.0,0.27,63.41,0
59.13,6.03,1.68,92.94,0
60.95,1.91,3.27,57.6,1
42.92,5.75,0.27,40.75,0
40.44,5.01,0.77,100.0,0
75.59,7.96,1.28,87.1,0
21.04,5.89,2.15,56.92,0
18.53,8.7,2.48,79.46,0
100.0,2.8,3.31,100.0,0
45.33,9.43,2.35,100.0,0
69.79,9.46,8.19,56.7,0
33.46,7.65,0.55,43.04,1
89.17,8.01,0.94,30.3,1
68.19,8.15,0.19,59.27,0
49.2,8.9,2.2,74.52,0
99.38,10.0,4.09,46.13,0
100.0,6.9,0.08,44.62,0
55.94,7.4,0.74,94.62,0
52.71,6.99,0.58,45.57,0
84.43,5.38,3.54,69.79,0
60.77,6.43,1.94,36.32,0
75.65,6.3,0.16,91.19,0
92.22,6.55,0.1,100.0,0
52.67,5.79,1.14,87.83,0
69.4,7.62,0.15,22.68,0
52.9,7.76,0.88,85.3,0
98.35,7.95,1.8,82.74,0
78.02,5.0,3.44,38.79,0
100.0,8.81,1.84,100.0,0
87.07,3.81,0.04,100.0,0
91.45,10.0,0.6,92.01,0
67.72,6.7,0.16,39.79,0
64.56,5.14,1.13,92.29,0
95.26,5.9,4.32,75.18,0
90.68,10.0,3.08,45.58,0
88.57,7.6,0.42,46.67,0
68.85,4.54,0.4,92.57,0
76.06,5.73,0.07,76.17,0
72.78,9.21,3.93,57.18,0
62.46,7.88,0.34,52.91,1
46.75,7.11,0.53,70.2,1
43.77,5.94,7.04,43.57,1
53.1,5.19,5.42,64.66,1
60.34,7.82,1.79,95.25,0
91.66,5.82,0.04,67.58,0
70.62,6.64,2.51,79.8,1
60.11,9.35,0.8,97.68,0
76.64,2.62,0.28,76.15,0
55.57,7.63,0.74,100.0,0
100.0,4.77,6.49,100.0,0
96.14,7.13,0.14,100.0,0
17.45,5.39,0.49,46.56,0
99.06,8.33,2.81,67.48,0
79.16,8.15,0.11,52.34,0
53.59,1.74,1.04,100.0,0
38.03,7.4,0.87,64.94,1
100.0,7.04,1.17,100.0,0
100.0,3.69,0.06,100.0,0
67.57,7.78,1.42,59.33,0
84.04,7.2,2.77,71.14,0
92.91,5.49,1.25,67.48,0
81.16,8.12,1.64,100.0,0
88.98,6.67,7.53,66.25,0
68.35,8.86,0.35,98.9,0
100.0,4.72,1.85,74.7,0
98.8,7.08,0.61,96.94,0
93.82,2.33,0.26,19.6,0
83.37,6.75,2.11,73.66,0
38.24,9.31,3.21,95.44,0
68.66,4.38,2.19,42.88,0
21.6,8.7,1.55,76.24,0
79.6,7.23,2.28,68.99,0
61.96,6.73,3.03,71.84,0
73.03,8.18,4.57,48.47,0
82.06,3.81,0.98,58.56,0
59.64,9.79,0.12,70.74,1
100.0,7.74,0.15,69.22,0
80.98,5.9,2.14,74.89,0
74.95,3.49,1.96,59.75,0
55.64,3.28,5.62,67.76,0
80.62,4.52,10.0,64.34,0
72.97,6.18,0.35,72.41,0
55.89,6.03,2.76,28.36,1
100.0,7.43,0.75,65.61,0
64.79,9.21,3.33,55.74,0
78.58,4.97,4.2,72.59,0
94.24,4.36,2.45,89.78,0
80.8,4.89,6.15,84.05,0
79.69,7.7,0.75,68.55,0
68.41,8.07,2.4,70.02,0
76.21,4.96,4.95,81.07,1
80.65,9.28,0.42,90.66,0
56.64,8.98,0.42,75.66,0
100.0,7.23,2.65,82.62,0
50.3,9.61,0.32,87.46,0
56.03,8.47,1.78,62.87,1
71.34,5.11,3.7,97.64,0
42.99,6.62,5.11,73.5,0
44.04,5.8,1.13,66.11,0
56.03,3.12,4.77,100.0,1
91.91,6.49,1.64,90.54,1
100.0,6.75,0.06,72.81,0
36.0,7.4,1.5,48.43,0
100.0,7.77,0.19,94.61,0
66.66,6.84,0.82,80.88,0
82.9,7.9,1.47,31.89,1
71.65,6.24,0.77,82.11,0
75.43,9.46,1.44,93.33,0
69.4,5.35,2.51,43.29,0
100.0,8.82,0.91,78.93,1
49.13,5.78,2.79,67.34,1
99.61,7.56,1.58,100.0,0
82.06,10.0,4.25,50.48,0
68.17,8.97,0.86,62.04,1
55.26,6.55,1.54,58.98,1
86.78,6.05,0.1,28.49,0
71.27,4.8,1.04,64.26,0
100.0,9.05,1.14,41.52,0
72.37,7.35,4.29,39.33,0
94.64,8.45,1.31,57.7,0
90.02,2.56,1.63,95.53,0
63.94,7.1,2.62,5.26,1
96.16,7.21,0.96,73.3,0
95.0,6.08,1.48,100.0,0
67.39,6.55,4.32,54.82,0
97.93,4.3,3.42,78.27,0
94.72,3.67,2.64,50.27,0
73.02,7.47,0.51,83.39,0
100.0,7.5,0.65,100.0,0
100.0,5.88,0.72,55.08,0
100.0,9.16,0.15,83.95,0
100.0,5.23,0.02,52.51,0
72.66,7.37,1.5,86.33,0
46.5,3.61,2.83,53.45,0
64.06,6.22,1.3,72.45,0
100.0,5.49,0.12,65.86,0
77.58,7.88,0.68,47.67,0
88.69,3.98,0.11,48.34,0
93.83,7.56,2.52,86.69,0
